Commental title,Review main body
"Temperators have bodied: ""People are evil, their good people are also","Natural selection, survival of the fittest. The law of nature is more complicated in the human group. The nature of people is to step on the bodies of the same kind. ""Squid game"" is this. Troubled a group of people who have a huge debt to mysterious places, they or young, or old, there are men, there are women; there are fraud, stealing, robbery, have gambling fry futures failed loans, and there are"
Each of us is in the Times of the squid game.,"You think that the last thing is the winner, but you are just a pity that you have a group of VIP behind the animal mask. The storyline is not complicated, even slightly old sets, similar scenes, such as ""hunger games"" has been shown. One point, South Korea's film and television is better, the painting of humanity, in the most concerned that the individual and group selection is the same as the life of life, and the brought the feelings and entangled"
I am willing to call it the most bad!,/
"Talking about ""squid game""",/
In addition to male owners worthy,"After reading in the afternoon, there is a time, the whole is worth 7 points, and there is no stunning to my place. The plot, there is no prominent place, most of the places can guess in advance, there is more interesting place, I wrote a word along the characters. On the first game, I decided to let everyone stay. He chose to let everyone leave, start at the beginning, he can't press"
[Serious spoiler] Why do I say the game setting of the squid game is Piece of Shit,"The squid game should be the most hot suspense Korean drama, I have heard that this plot and 456 people can play games can only be alive, think is similar to scamming games, friends games, and robbing the game. , The result ... I took the liberty. After reading the squid game, my mood can't calm for a long time. This is not a fighting work, because there is only a fight, there is no wisdom;"
neither fish nor fowl,/
The power is not benevolent,"The biggest feature of Korean film works is that it is also a relatively weak plot. It is a relatively weak plot. It is a matter of ironic. For example, the existence of squares is English communication. It is reasonable, he is an ordinary _ silk does not have a physical IQ so ordinary people do not have a family, background,"
This year's sealing,/
"Net flights to create explosions, unlike a breath","Wow ... Please let me call a net to fly my father. After Netflix opened the rhythm in the Korean drama, it was stopped. One of the black horse drama, ""Kingdom"", ""Human Classroom"", ""Sweet Home"", ""I am Reason Argument"", and the ""DP: Escapement Draming Order"" after the day, after the day, the next Black horse has come. ""Squid Game"" ___"
